city,poi_id,poi_name,poi_category,place_id,review_id,source_review_id,review_date,review_rating,review_text,provider_language,detected_language,language_group,review_author,collection_date,source_platform,review_order_within_poi,transport_access,wayfinding_signage,english_information_gap,staff_communication,booking_ticketing,waiting_crowding,price_value,cleanliness_comfort,opening_hours_availability,itinerary_fit_time_cost,accessibility_mobility,food_amenities_gap,scenic_value,worthwhile_destination,friendly_service,underpromoted_feature,easy_if_guided,good_for_itinerary_bundle,friction_codes,nudge_codes,all_codes,any_friction
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,ebb3c41dbe03,Ci9DQUlRQUNvZENodHljRjlvT2tkamNYSkJXbDl0YVZGUk5XWlljWEJVTWtsa2FHYxAB,2026-05-21T02:54:58+00:00,5,とても癒される厳かな空間でした。,en,ja,japanese,Reviewer_BBF9B8,2026-06-08,google_maps_outscraper,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,d785cba83ba2,Ci9DQUlRQUNvZENodHljRjlvT2tWMlJYWkVjbUpMTUhaRVVuQmFUREp6ZUVkbmRGRRAB,2026-05-20T08:25:21+00:00,2,知らない行った事がない怖いイメージ,en,ja,japanese,Reviewer_11D465,2026-06-08,google_maps_outscraper,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,a71e7e8d0afe,ChdDSUhNMG9nS0VJQ0FnSURDcDl2MW9nRRAB,2026-05-19T14:33:08+00:00,5,曹洞宗の 本山のひとつです、5月に伺いました、新緑が綺麗で素晴らしい所でした。,en,ja,japanese,Reviewer_E84D5F,2026-06-08,google_maps_outscraper,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,96382f49adbf,Ci9DQUlRQUNvZENodHljRjlvT2pWNmNsVndhVFZOTmtWR2MzUmhhMU5rYVRSUVUxRRAB,2026-05-18T07:37:15+00:00,3,"結構新しい箇所が多く、入口の建物とか普通の公民館みたいだなと思った。
あと、階段が結構多いのでお年寄りの方は要注意。前を歩いていた老夫婦が苦労されてました。

アクセスは容易で、バスだったら福井駅からの直通があるので簡単に行けます。",en,ja,japanese,Reviewer_CA4103,2026-06-08,google_maps_outscraper,16,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,['accessibility_mobility'],,,True
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,d14c40bea401,Ci9DQUlRQUNvZENodHljRjlvT21WYVdXdFVibUl4ZFhkeGVrdzJhalZWUjNGMlJtYxAB,2026-05-17T11:08:24+00:00,5,"入場料の700円では安すぎる
それ程の価値あるお寺
是非、一度は行ってほしい",en,ja,japanese,Reviewer_D647CC,2026-06-08,google_maps_outscraper,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,5be2fdea36fc,Ci9DQUlRQUNvZENodHljRjlvT2xKdFNtSkViVzlDU2xWV09UWlVZemR0VjJWaFlVRRAB,2026-05-17T07:17:22+00:00,5,"厳かで神聖な空気
駐車場は門前町前のところが安価かと思いました",en,ja,japanese,Reviewer_74F4B9,2026-06-08,google_maps_outscraper,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,f2767c59294f,Ci9DQUlRQUNvZENodHljRjlvT2tWRk9FdDVjV3RETW1SZmEzTkJNVzFoZW01QmJrRRAB,2026-05-16T09:40:07+00:00,5,５月に父親の納骨に行かせて頂きました…,en,ja,japanese,Reviewer_F19D4B,2026-06-08,google_maps_outscraper,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,132863f93fa9,Ci9DQUlRQUNvZENodHljRjlvT2tObWMzZ3hkbVZQTkRrM01uZFdZVVZmTFRsSWIyYxAB,2026-05-16T01:00:18+00:00,5,"曹洞宗総本山。道元禅師が開山のお寺。

回廊のような通路を巡りながら七堂伽藍を見学できます。
普段の修行の場なので、修行僧の方々とすれ違うこともあるのが他のお寺とは違うあたりです。

観光地ではありますが、凛とした雰囲気といいますか良い意味で背筋が伸びる場所です。

2026年5月7日入山。",en,ja,japanese,Reviewer_8F6651,2026-06-08,google_maps_outscraper,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,59581eb40d0e,Ci9DQUlRQUNvZENodHljRjlvT2xKQ1NXSjVaWE5oVlZsaldYRmZiWGRoTUVsZmVVRRAB,2026-05-15T23:09:22+00:00,5,"永平寺は初訪問！
山際に点在するお堂は、ほぼすべてがつながっている点は驚き。なので、かな〜り歩きます。上って上って下って下って…みたいな。

ちょうど行ったときは、修行僧たちが一堂に会してて読経中。お焼香もさせていただきいい経験になりました。

超巨大なすりこぎ棒（5メートル？！）もあって、これはゴジラが使うんかい？と感動。
が、何よりも一番の驚きは、巨大な杉の木の古木。デカいどころではない。直径5メートル以上はありそうな…冬はあたりが雪一色になりさぞやキレーなんだろうと思う。
再訪価値あり。
（2026/05/15）",en,ja,japanese,Reviewer_524DC6,2026-06-08,google_maps_outscraper,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,696e089d59cd,Ci9DQUlRQUNvZENodHljRjlvT2tsSU5pMUVUbXRrYzB0b1FrWlNUSEZQWm5Od1YzYxAB,2026-05-15T05:10:07+00:00,5,"これぞ日本と思う場所です、だけあって海外の観光客が多い
駐車場から永平寺まで登り坂を約10分ほど歩き、永平寺内も階段続きです!

ただキツい反面、行って良かった場所になります!",en,ja,japanese,Reviewer_737704,2026-06-08,google_maps_outscraper,22,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,['accessibility_mobility'],,,True
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,62b135c55063,Ci9DQUlRQUNvZENodHljRjlvT2poMWFVSkxOazh6VjJ4cWIyOUdUV2xqYlY5SGFWRRAB,2026-05-14T14:21:44+00:00,5,GWに家族で行きました。坐禅体験が良かったです。,en,ja,japanese,Reviewer_6BA717,2026-06-08,google_maps_outscraper,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,a3db57fc180f,Ci9DQUlRQUNvZENodHljRjlvT2pFNGRVRnJlVk5HVTI1cGRGcG5RMjVoTTNWaVUyYxAB,2026-05-14T03:04:07+00:00,5,"一般的なお寺と異なり、「修行の場を見学させていただく」という形での拝観となります。
山の中にたくさんのお堂が立ち並び、美しさとともに独特の緊張感があります。見学コースもかなり階段の上り下りがありますのでそのつもりで。",en,ja,japanese,Reviewer_DBA3F4,2026-06-08,google_maps_outscraper,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,['accessibility_mobility'],,,True
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,1f43a4ca38c2,Ci9DQUlRQUNvZENodHljRjlvT2xFM2VVUXRORGh4TTFSWU1FOVRhRVJFWTBwelJuYxAB,2026-05-13T14:59:46+00:00,5,修行僧達は色々な経緯で修行をしているのだろう。静寂の中趣のある佇まいのお寺でした。,en,ja,japanese,Reviewer_E5D9AF,2026-06-08,google_maps_outscraper,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,18051e3e9952,Ci9DQUlRQUNvZENodHljRjlvT2tWYVpHVjFlVEF0ZG14NWVsOXBWMlF3TjBsRVNGRRAB,2026-05-13T10:18:02+00:00,3,"福井県の曹洞宗大本山・永平寺。
境内に入ると、杉の大木と静かな空気に包まれ、自然と背筋が伸びるような感覚になります。

長い回廊や磨き込まれた木の床はとても美しく、修行の場ならではの厳かな雰囲気。
写真の石碑にある「吉祥山永平寺」の文字も、歴史の重みを感じさせてくれます。

観光地というより、“心を整える場所”。
歩いているだけで時間の流れがゆっくりになり、日常を少し忘れさせてくれる空間でした。

これからの季節は新緑が特に綺麗で、静かな参拝をしたい方にもおすすめです。",en,ja,japanese,Reviewer_BBC880,2026-06-08,google_maps_outscraper,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,8bb3a19671ad,Ci9DQUlRQUNvZENodHljRjlvT20xWE16RkdSMngwZVRSNlpERnNiM1UxT1hZMVRIYxAB,2026-05-13T00:15:50+00:00,5,"チケット購入してないのでわからないです。
購入せず周りから見ただけですがとても神秘的でした。",en,ja,japanese,Reviewer_BAA7E4,2026-06-08,google_maps_outscraper,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,42c278c1b90b,Ci9DQUlRQUNvZENodHljRjlvT2tabWNESkhVbWxvUVZKb1kzaDZRWGhRY1VWSFQyYxAB,2026-05-12T23:02:48+00:00,4,"曹洞宗大本山永平寺。
連れのたっての希望で拝観することになりました。
駐車場は参道入口にコインパーキングがたくさんあります。

境内は苔で覆われたお庭や年季の入った樹々もあいまって、寺舎の重厚な佇まいをさらに引き立てています。
とにかくシンプルだけどどっしり細かく組み上げられた建物に圧倒されます。

こちらは修行のお寺ということで、修行僧の方々があちこちで心を込めて磨き上げをしていたり、夕膳の支度などのため域内を忙しく移動されています。

大雨の中の参拝となりましたが、長い渡り廊下から見る雨だれや、大屋根の軒先から見る中庭や建物の配置、池に映る緑鮮やかな風景がとても新鮮でした。

冬は雪に閉ざされた墨絵の世界に変わることや、そこで黙々と修行される僧侶の皆さまの精神力を思い、身が引き締まる思いがしました。",en,ja,japanese,Reviewer_C68177,2026-06-08,google_maps_outscraper,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,fb549e0eb694,Ci9DQUlRQUNvZENodHljRjlvT205Sk9YcElSbEUxTkUxYU9VZ3pjWEZ5TFdwdFgwRRAB,2026-05-12T21:38:39+00:00,5,閉館前で慌ただしく拝観させていただきました。機会があったらまた行きたいです。,en,ja,japanese,Reviewer_28B90B,2026-06-08,google_maps_outscraper,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,2223b3f5a154,ChZDSUhNMG9nS0VJQ0FnSUNRbkk2UFFnEAE,2026-05-11T03:28:04+00:00,5,"2025.4.24GW前の雨天を狙って訪れました。
福井市在住なので年に数回訪れますが、狙い通り空いていて参拝と撮影をゆっくりと楽しめました。
鐘音と読経を雨が包みこんで、別世界の静寂さで心身がスッキリしました。
本堂も素晴らしいですが参道もおすすめです。
力溢れる樹々、清らかな川の水と音、心洗われる滝、染み入る苔、優しいお仏像様、何度訪れても飽きません。
川沿いに少し奥に入った愛宕山公園や寂光苑（じゃっこうえん）がGOOD。
15分ほどの急登を頑張れば愛宕山　護国観音堂で、とても素敵な観世音菩薩様に微笑んで戴けます。（サンダルやヒールでは無理です。滑らない靴で注意して登って下さい。）",en,ja,japanese,Reviewer_054C67,2026-06-08,google_maps_outscraper,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,5ed422e3b2e0,Ci9DQUlRQUNvZENodHljRjlvT2xOMlZqUnJRbGwwV0c0NVVtbzJiR0YyV0doelptYxAB,2026-05-10T21:48:36+00:00,5,"20年ぶりの訪問。
前回は母を連れて来ましたが、今回は長男君と一緒でした。
息子と来れるなんて考えてもいなかったのでとても嬉しいです☺️",en,ja,japanese,Reviewer_7C1843,2026-06-08,google_maps_outscraper,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,25a57d96987c,Ci9DQUlRQUNvZENodHljRjlvT2pCdFlsSjFNVVptYjJaelNtNWpjMGN6U1ZGWlVuYxAB,2026-05-10T04:13:56+00:00,5,絶対一度は行くべき。,en,ja,japanese,Reviewer_3414E9,2026-06-08,google_maps_outscraper,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],,,False
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,997cdf6841f9,Ci9DQUlRQUNvZENodHljRjlvT2xOUE4zTkxaRWRPVkZrMU1VSTFVVjkxVjFWMmVYYxAB,2026-05-09T22:31:40+00:00,5,"バスツアー（2026/3）で永平寺に来ました
菩提寺が曹洞宗。
母の実家も曹洞宗で、父母も含めて叔父叔母達も一度は参拝してるので、一度は来たいと思ってました🙏
やっと来れました。
いやー素晴らしいです。
曹洞宗の方なら一度は行った方が良いかと🙏
階段の両端には何段おきに、凝ったデザイン金具がありましたし。
横柱が同じ彫り物のデザインで、色んなとこの彫り物も素晴らしかったです。
またいつか来たいと思いました。
（2026/3/13）",en,ja,japanese,Reviewer_BBC033,2026-06-08,google_maps_outscraper,35,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,['accessibility_mobility'],,,True
Fukui,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,Eiheiji Temple,temple_shrine,ChIJzYo4YsSX-F8R6Sl4_CeuUyw,06dca62179b5,Ci9DQUlRQUNvZENodHljRjlvT21sdlZFSjRRbVI0ZDFKbWNVMU5ZM05OUm5ReWEwRRAB,2026-05-08T03:52:27+00:00,5,"苔むす庭園の数々、歴史を感じた。
一部車椅子でも参拝できる配慮も。",en,ja,japanese,Reviewer_FD3F07,2026-06-08,google_maps_outscraper,38,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,['accessibility_mobility'],,,True
