city,poi_id,poi_name,poi_category,place_id,review_id,source_review_id,review_date,review_rating,review_text,provider_language,detected_language,language_group,review_author,collection_date,source_platform,review_order_within_poi
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,ca46dd8d8939,Ci9DQUlRQUNvZENodHljRjlvT2xobWJHOWtRMGxYWkVKaVluaGhYMkp1V0c5VlUyYxAB,2026-05-23T11:47:41+00:00,5,Must visit place.,en,fr,other_non_english_non_japanese,Reviewer_5F7E19,2026-06-08,google_maps_outscraper,16
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,664c8c8628a1,Ci9DQUlRQUNvZENodHljRjlvT25kQmFHSmtkQzF6VjJkcVNVdElNRFJQVEZJM1pWRRAB,2026-05-23T04:26:25+00:00,5,Fantastic ~,en,it,other_non_english_non_japanese,Reviewer_6DC658,2026-06-08,google_maps_outscraper,18
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,4aecb58c8095,Ci9DQUlRQUNvZENodHljRjlvT21kR1ZVMU5OMGxNTUdoRVNtaEhjbE5aUjNFNFlsRRAB,2026-05-22T12:06:17+00:00,5,絕對是世界級的博物館，展示了許多化石以及出處，也有非常詳盡的恐龍介紹，現場給人的感覺非常震撼。即便不是恐龍迷，也非常值得一訪,en,ko,other_non_english_non_japanese,Reviewer_4DFED8,2026-06-08,google_maps_outscraper,20
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,3b1e26a8f561,Ci9DQUlRQUNvZENodHljRjlvT25VelJYVTFjR1IwTVRKYVJHUjZkR0Y2VGpOMWNFRRAB,2026-05-20T13:16:24+00:00,5,"2026.05.19週二到訪
從福井車站搭越前鐵道大約需一小時，到勝山車站後再轉公車（時間都有配合）。公車單程300日幣（只收現金）。
門票可以先線上購買，但就沒有實體票可以紀念😣推薦一開館就入館，而且最好安排在平日，人才不會太多。
當天快十點出現好多學生來校外教學，變得比較擁擠，但他們大概中午左右就離開，也就不會影響餐廳的等待時間，聽館內人員說假日來的話吃飯排隊都要等好久，我那天走進去還有好多空位。
館內藏品有好多，看得好過癮，記得下載館方APP，有各種語言的導覽講解，這樣可以更了解各種知識。
如果聽得懂日文，可以去看館內電影（約20分鐘），我那天看怪傑佐羅力那一部，故事大概在說晚上恐龍化石會復活，主角幫小恐龍找媽媽的故事，小恐龍的配音員是釘宮理惠喔！
館內紀念品商店也一定要逛，有好多這邊限定的商品，扭蛋也是很值得扭，還有紀念幣，圓形的可以刻日期（固定）跟名字，一定要記得做～
也很推薦家長帶孩子一起去，寓教於樂，大人跟小孩應該都可以逛的很開心！",en,ko,other_non_english_non_japanese,Reviewer_6C7575,2026-06-08,google_maps_outscraper,33
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,a6a3151e9b93,Ci9DQUlRQUNvZENodHljRjlvT2w5UVdHOWhTVzQzYldGRlpFYzNUblZwYlhGZmVuYxAB,2026-05-17T11:45:11+00:00,5,Ambiente excelente para levar crianças.,en,pt,other_non_english_non_japanese,Reviewer_6E185D,2026-06-08,google_maps_outscraper,54
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,ca3d3234d97e,Ci9DQUlRQUNvZENodHljRjlvT2tkaVJGVlBPRFpNTW0xd1NFSkRhMnR6V2tNemMxRRAB,2026-05-16T04:21:51+00:00,4,"看看歷史,消磨時間好地方",en,ko,other_non_english_non_japanese,Reviewer_AD1230,2026-06-08,google_maps_outscraper,59
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,b1214e2b7c4b,Ci9DQUlRQUNvZENodHljRjlvT2paSFJrUldkVko2TW01c1lYVnFjWFJPVjFab1JGRRAB,2026-05-14T07:09:32+00:00,5,"Wahrlich eines der besten Dino Museen der Welt.

Recommended!",en,de,other_non_english_non_japanese,Reviewer_6DFDF6,2026-06-08,google_maps_outscraper,63
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,3820d2e5826e,Ci9DQUlRQUNvZENodHljRjlvT2pGWWIwZzBVR1J2VFhoc0xUWk5PV2xSV1dFeVMzYxAB,2026-05-10T22:22:54+00:00,1,"O museu é bonito, mas eu havia comprado o ingresso online e quando abri o aplicativo para lerem o Código QR o primeiro código deu erro e nem quiseram ler os outros códigos que eu tinha e me fizeram comprar os ingressos novamente na máquina, aí olhei na fatura do meu cartão e foi cobrado e paguei na hora em dinheiro novamente, por esse motivo dou 1 estrela, pelo atendimento que me deram as costas e nem quiseram ler meus outros ingressos só porque o primeiro deu erro, me senti totalmente discriminada pois mesmo insistindo me deram as costas e falaram que eu teria que comprar os ingressos novamente",en,pt,other_non_english_non_japanese,Reviewer_F3F72D,2026-06-08,google_maps_outscraper,78
Fukui,ChIJedhrVPOa-F8R4bRGdkr_0VU,Fukui Dinosaur Museum,museum_cultural,ChIJedhrVPOa-F8R4bRGdkr_0VU,0a4b60f0c0a9,Ci9DQUlRQUNvZENodHljRjlvT214RlZGaHdjVmRmYTNKbmFUUkRTelJIYVU1WldsRRAB,2026-05-10T06:46:49+00:00,5,"Everyone can see replicated dinosaur near Fukui station. If you come to Fukui, don't miss Tojinbo and Fukui prefectural dinosaur museum.",en,ro,other_non_english_non_japanese,Reviewer_7C3E90,2026-06-08,google_maps_outscraper,83
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,4eaacf671db4,Ci9DQUlRQUNvZENodHljRjlvT25KaU1WbFRaQzE2Tlc5TFdHNUVjSFkxVDNKa1dVRRAB,2026-05-27T02:42:31+00:00,1,景點沒有想像中驚艷，不值得花時間特意來，進入門口時有一個阿伯收停車場費用，給了他1000，停好車後看到牌子寫500而已，他沒有跟我們說是500元，感受很差，感覺是騙旅客錢的地方，去過香港的西貢地質公園，更驚艷,en,ko,other_non_english_non_japanese,Reviewer_FDEE43,2026-06-08,google_maps_outscraper,3
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,f0057ccd3dbc,Ci9DQUlRQUNvZENodHljRjlvT2tJNFlqaHJTSE4xTlZWbE1YWjNWRFZOU20xMmExRRAB,2026-05-19T11:50:50+00:00,5,来了很多次了，每次都是4号辣，汤也好喝，生日当天还有折扣，非常推荐！,en,zh-cn,other_non_english_non_japanese,Reviewer_7DBD17,2026-06-08,google_maps_outscraper,19
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,7f6626f2c03b,Ci9DQUlRQUNvZENodHljRjlvT2xwNlR6WnllVTl1YkRGdFMzQk1OemhPYTI5dVJIYxAB,2026-05-17T09:37:45+00:00,5,Luga der exuberância única. Muito lindo!,en,pt,other_non_english_non_japanese,Reviewer_6C03C5,2026-06-08,google_maps_outscraper,23
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,39652d3bcce2,Ci9DQUlRQUNvZENodHljRjlvT20xdmVtbFhRV2wzVG1GUlEwTnhRM2RGZDFaTFMxRRAB,2026-05-13T08:12:52+00:00,5,"날씨도 맑고, 한 번쯤은 가볼 만해요.",en,ko,other_non_english_non_japanese,Reviewer_9D5BD8,2026-06-08,google_maps_outscraper,38
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,ed367b5f6dee,Ci9DQUlRQUNvZENodHljRjlvT2pWS2FIRkVhWEpEVkdkVlkwYzRWR2R1U1dWUU1uYxAB,2026-04-30T01:02:08+00:00,4,景色很不錯，可惜時間太趕，吃完飯就沒時間逛一下，室內商販賣的東西價格滿實在的，但有些沒標價的實屬罕見，可以刷卡，希望下次可以再來看看海岸礁石的景色！,en,zh-tw,other_non_english_non_japanese,Reviewer_56B17F,2026-06-08,google_maps_outscraper,90
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,d6af26ea1844,Ci9DQUlRQUNvZENodHljRjlvT2tGbVRqUkViMms0UlU4eE1tTlplbU5yZFhObWJWRRAB,2026-04-28T12:47:37+00:00,5,壯觀的玄武石柱地形。導遊說這裡有很多傳說很神秘欸,en,ko,other_non_english_non_japanese,Reviewer_3265FB,2026-06-08,google_maps_outscraper,93
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,92e911867b76,Ci9DQUlRQUNvZENodHljRjlvT2pRM1JURmxlak5KTVZaeldWRjNUMGhXYVZSV2FuYxAB,2026-04-27T06:52:56+00:00,2,"這裡已經十分老舊，廁所味道很重。停車¥500。
可以略過的景點。",en,zh-tw,other_non_english_non_japanese,Reviewer_88481A,2026-06-08,google_maps_outscraper,95
Fukui,ChIJ8w9fldvl-F8RxirqCy78VTs,Tojinbo Cliffs,nature_scenic,ChIJ8w9fldvl-F8RxirqCy78VTs,79c97a6e4d6f,Ci9DQUlRQUNvZENodHljRjlvT2pCMGFtSnBTMUZqTlRBM0xWQnFPVTUzWldFd1dGRRAB,2026-04-26T07:06:43+00:00,5,Kalo pagi agak sepi jadi enak buat foto foto kalo agak siang udah mulai ramai,en,id,other_non_english_non_japanese,Reviewer_BC00CF,2026-06-08,google_maps_outscraper,99
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,45cee41e401e,Ci9DQUlRQUNvZENodHljRjlvT2paSlVVOVFNbUZ2UmpCTWFUQk5XVEJTTlVsNFpuYxAB,2026-03-10T18:32:30+00:00,4,"성위에 바로 현청이 있는 모습이 신기하면서
재밌었습니다",en,ko,other_non_english_non_japanese,Reviewer_B1ABF6,2026-06-08,google_maps_outscraper,25
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,2baa80d9b3b7,Ci9DQUlRQUNvZENodHljRjlvT2t4Vk9VVk5NbE5XU21oV2IxcFFObDlJYmprNFVsRRAB,2025-12-28T06:36:53+00:00,3,"就在福井站步行10分鐘，一個在城市內的遺跡。
但只剩下圍牆，其他的好像是大火燒掉了。
天氣好的話還能看見後面的山。",en,zh-tw,other_non_english_non_japanese,Reviewer_499AB6,2026-06-08,google_maps_outscraper,31
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,8e85ceec4e8d,Ci9DQUlRQUNvZENodHljRjlvT2twMWNrMHpPRFJmTkdsbU5uUkhhamQxTkMxUGFuYxAB,2025-12-15T11:49:01+00:00,4,"福井城由德川家康次子結城秀康於1601年至1606年間築成，其前身為戰國時代柴田勝家所築的北庄城。
福井城於明治維新後廢城，大部份建築早已蕩然無存，只餘下石垣和城堀（護城河），真正的古蹟不多。
本丸跡現為福井縣縣廳，從古到今這裏都是福井縣的行政中心，負責整個福井縣的行政事務。",en,ko,other_non_english_non_japanese,Reviewer_5C1592,2026-06-08,google_maps_outscraper,35
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,cd1d8c5213e3,Ci9DQUlRQUNvZENodHljRjlvT2pGVmRIcDJSRzlUTVhJNFF6SnNRalpQUkd4TlUxRRAB,2025-11-16T09:02:50+00:00,4,會看到地震後遺留下的石垣，天守台亦保存得很好。,en,zh-tw,other_non_english_non_japanese,Reviewer_BEDB5F,2026-06-08,google_maps_outscraper,43
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,7068e51b565e,Ci9DQUlRQUNvZENodHljRjlvT2tWc2JuVm1SMlJvWkdsRVRtdE9OREpsZEMxVVNHYxAB,2025-09-16T06:03:33+00:00,3,目前正在重建整修中,en,ko,other_non_english_non_japanese,Reviewer_78118A,2026-06-08,google_maps_outscraper,50
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,bd34629fc81e,ChZDSUhNMG9nS0VJQ0FnSURoZ1pfVlZ3EAE,2025-08-28T08:27:19+00:00,5,"후쿠이현 후쿠이시에 있는 후쿠이성은 윤곽식 평성이며 오다 노부나가의 가신 시바타 가쓰이에의 거성이었다. 2차대전때의 공습과 후쿠이 대지진 당시 석벽 일부가 붕괴 되었으나 그 외 석벽과 해자가 잘 보존 되어 있다

﻿후쿠이역에서 도보 5분",en,ko,other_non_english_non_japanese,Reviewer_F397F1,2026-06-08,google_maps_outscraper,59
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,46f373a436f2,Ci9DQUlRQUNvZENodHljRjlvT2twVWVYQlBkRGMwUjA1VGFGcFdkRzFYVVU1aFRIYxAB,2025-08-11T06:13:00+00:00,3,No hay mucho que ver.,en,es,other_non_english_non_japanese,Reviewer_4B2D51,2026-06-08,google_maps_outscraper,63
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,405b0e7ba088,ChZDSUhNMG9nS0VOUzE0NHVmMzlQdEVBEAE,2025-06-15T13:15:22+00:00,5,역에서 가깝고 만개한 벚꽃나무가 반겨준다. 절정에서 좀 지나서 살짝 아쉽지만 이만한 핫스팟이 없다. 잘 찾아보면 벚꽃하트도 만날수 있다 ㅋ,en,ko,other_non_english_non_japanese,Reviewer_89274D,2026-06-08,google_maps_outscraper,73
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,4abe1cf2a2b1,ChdDSUhNMG9nS0VON2QyT3Vyd1pyVDZ3RRAB,2025-05-21T13:50:15+00:00,4,"續日本100名城印章，設於福井縣政府廳舍裡面，就算是假期到訪，也可以在門口按鈴，裡面有人上班，會開門讓你進去蓋印。
福井城只剩下很少遺跡，旁邊有很多現代化建築，遠一點的公園内有更多福井城介紹。
這天來到，有義工伯伯在福井城當值，伯伯非常親切，雖然我們不太會日語，他都努力為我們介紹，很熱情，熱心介紹福井城的歷史，他還會一點點普通話，很努力解說，天氣炎熱，太陽很猛烈，真的謝謝他。",en,zh-tw,other_non_english_non_japanese,Reviewer_FE3F88,2026-06-08,google_maps_outscraper,78
Fukui,ChIJq58H-fG--F8R9Kkg78bb82M,Fukui Castle,castle_historic,ChIJq58H-fG--F8R9Kkg78bb82M,b42863e46cd8,ChZDSUhNMG9nS0VJQ0FnTURJNnBfT053EAE,2025-04-08T23:57:11+00:00,4,現雖為縣政廳跟警署及一些公家機關所在，但櫻花滿開圍繞著護城河，有時間的話可以來觀賞。,en,ko,other_non_english_non_japanese,Reviewer_788788,2026-06-08,google_maps_outscraper,96
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,3df7ef534a78,Ci9DQUlRQUNvZENodHljRjlvT2xKaFNuQXhRV1pGTkRkSGVsVnNRa1JXYjJWM1dWRRAB,2026-05-06T14:55:27+00:00,5,"주차장 무료
일본에서 가봤던 성 중에서 크기가 상당히 큰편입니다!",en,ko,other_non_english_non_japanese,Reviewer_4AEDF4,2026-06-08,google_maps_outscraper,4
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,8cefa4343b1e,Ci9DQUlRQUNvZENodHljRjlvT2paRWNWZEVNM0pNV1ROeVVUSm9WV1ZoWWxKMVpWRRAB,2025-12-17T07:35:05+00:00,3,"Mouais, 1000 yens de frais d'admission peut être un peu cher. La vue est correcte même si du coup on ne voit pas le château qui est quand même un point important du panorama de la ville mais sinon très joli extérieur.Pour le point de vue préfèrez la pagode du temple.",en,fr,other_non_english_non_japanese,Reviewer_F3C776,2026-06-08,google_maps_outscraper,13
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,e1f11f650edb,Ci9DQUlRQUNvZENodHljRjlvT25Jd2FFMDNaako0TjFkT01YUXlVaTFmWm01cmJrRRAB,2025-11-01T02:48:05+00:00,4,"Le château est musée d'histoire locale, reconstitution récente. Il offre cependant de jolis points de vue dans le paysage",en,fr,other_non_english_non_japanese,Reviewer_C1DA2B,2026-06-08,google_maps_outscraper,19
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,bdbbacbc4d83,Ci9DQUlRQUNvZENodHljRjlvT2xkM1MxTXdkVkpqWjFSR2VXOHdWSFZUVm5CUk5tYxAB,2025-09-20T11:44:18+00:00,5,ตัวปราสาทตั้งอยู่กลางทุ่งนา เดินจากวัดพระใหญ่มาไม่นาน ตัวปราสาทมีฉากหลังเป็น Tateyama ซึ่งมีหิมะปกคลุม มองดูสวยมาก เเต่วันที่ไป อากาศไม่เป็นใจ จึงมองเห็นราง ๆ ไม่ได้เข้าไปในตัวปราสาท เนื่องจากเวลาไม่พอ,en,th,other_non_english_non_japanese,Reviewer_4ABBF4,2026-06-08,google_maps_outscraper,26
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,a742456f6e70,Ci9DQUlRQUNvZENodHljRjlvT2pCVmVHZFNXRzVwZVdWWlNIaDZTVlJZUXpsWmJYYxAB,2025-09-13T06:17:28+00:00,3,"C'est un musée du patrimoine locale qui inclut aussi une partie de la collection de son fondateur. Le musée qu'une reproduction récente du château d'époque mais n'est pas situé sur le lieu d'origine. Le musée en lui-même n'est pas extraordinaire mais il y a une salle avec des armures et des katanas anciens qui vaut vraiment le coup.
Le point de vue depuis le dernier étage est aussi très joli.",en,fr,other_non_english_non_japanese,Reviewer_958051,2026-06-08,google_maps_outscraper,29
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,61b52033e328,Ci9DQUlRQUNvZENodHljRjlvT2xSTFZVMWtkWEI1VkdwU1lUa3hjalJmZDNwM2FsRRAB,2025-09-08T06:08:01+00:00,5,Castelo muito lindo,en,pt,other_non_english_non_japanese,Reviewer_93BF61,2026-06-08,google_maps_outscraper,30
Fukui,ChIJe6rxXfqb-F8RTntGomrpyqM,Katsuyama Castle,castle_historic,ChIJe6rxXfqb-F8RTntGomrpyqM,f1f4b54cb89d,Ci9DQUlRQUNvZENodHljRjlvT25kek1UUk5Va2d3YWtkdFZ6bFZZMFJRYm5GeFJYYxAB,2025-08-15T02:04:34+00:00,4,六樓的風景可謂之絕景，門票漲價為一千日元了,en,zh-tw,other_non_english_non_japanese,Reviewer_4C230E,2026-06-08,google_maps_outscraper,36
